订单ID,日期,年,月,日,季度,商品类别,子类别,商品名称,单价,数量,折扣率,总价,顾客ID,顾客姓名,省份,城市,地址,店铺,评分,支付方式,配送时间(天)
ORD-20220731-07678,2022-07-31,2022,7,31,3,家居,灯具,吊灯,3475.06,1,1.0,3475.06,CUST-32205,田博,山东省,济南市,山东省丽县长寿嘉禾路U座 767914,鑫博腾飞信息有限公司电商店铺,3,支付宝,9
ORD-20240103-07679,2024-01-03,2024,1,3,1,服装,裤子,休闲裤,759.0,1,1.0,759.0,CUST-57560,陈洁,江苏省,南京市,内蒙古自治区畅县沙市呼和浩特路p座 370680,趋势信息有限公司电商店铺,3,银联,6
ORD-20240112-07680,2024-01-12,2024,1,12,1,电子产品,电脑,惠普Spectre,2714.87,5,1.0,13574.35,CUST-50354,陈云,上海市,浦东新区,黑龙江省兴城县高明乌鲁木齐街O座 919883,襄樊地球村科技有限公司电商店铺,2,银联,1
ORD-20240526-07681,2024-05-26,2024,5,26,2,电子产品,手机,华为P60,6540.28,2,1.0,13080.56,CUST-28125,陈丽,河南省,新乡市,广东省飞县海港太原街H座 953864,晖来计算机传媒有限公司电商店铺,4,货到付款,5
ORD-20230915-07682,2023-09-15,2023,9,15,3,食品,常规,食品商品62,1455.6,2,1.0,2911.2,CUST-14618,王燕,湖南省,株洲市,辽宁省广州县清城太原路L座 184711,维涛网络有限公司电商店铺,5,银联,3
ORD-20241227-07683,2024-12-27,2024,12,27,4,母婴,常规,母婴商品76,1357.45,1,1.0,1357.45,CUST-45249,屠红梅,湖北省,黄石市,黑龙江省丹县秀英广州街d座 582845,华远软件网络有限公司电商店铺,5,微信支付,5
ORD-20220712-07684,2022-07-12,2022,7,12,3,图书,常规,图书商品63,1458.24,1,0.92,1341.58,CUST-87403,罗龙,上海市,静安区,浙江省宇县大东潮州街h座 448375,华远软件传媒有限公司电商店铺,4,支付宝,7
ORD-20241003-07685,2024-10-03,2024,10,3,4,服装,上衣,纯棉T恤,129.12,3,1.0,387.36,CUST-56591,陈林,上海市,虹口区,山东省霞市城东丁街P座 432856,立信电子信息有限公司电商店铺,5,货到付款,7
ORD-20221118-07686,2022-11-18,2022,11,18,4,母婴,常规,母婴商品16,902.81,2,1.0,1805.62,CUST-43675,唐成,江苏省,南京市,四川省深圳市东城哈尔滨路u座 708496,艾提科信信息有限公司电商店铺,4,支付宝,4
ORD-20240130-07687,2024-01-30,2024,1,30,1,家居,装饰品,挂画,953.94,1,1.0,953.94,CUST-76013,鲁华,河南省,许昌市,湖北省杨县山亭董路P座 616799,创联世纪网络有限公司电商店铺,4,银联,8
ORD-20230930-07688,2023-09-30,2023,9,30,3,运动,常规,运动商品19,482.95,1,1.0,482.95,CUST-98296,杨磊,上海市,黄浦区,福建省通辽市和平合山街A座 619373,兰金电子科技有限公司电商店铺,4,微信支付,9
ORD-20230726-07689,2023-07-26,2023,7,26,3,电子产品,电视,三星Neo QLED,9634.24,3,1.0,28902.72,CUST-28815,杨淑兰,江苏省,无锡市,浙江省桂花县合川上海路o座 909968,创亿网络有限公司电商店铺,4,银联,7
ORD-20230718-07690,2023-07-18,2023,7,18,3,服装,外套,羽绒服,799.15,1,0.7,559.4,CUST-87924,罗旭,广东省,东莞市,吉林省秀英县门头沟李街k座 827800,襄樊地球村科技有限公司电商店铺,4,信用卡,9
ORD-20220616-07691,2022-06-16,2022,6,16,2,电子产品,电视,索尼A80J,2020.62,4,0.8,6465.98,CUST-43718,廖楠,广东省,珠海市,香港特别行政区帅县吉区王路V座 947121,新格林耐特传媒有限公司电商店铺,4,信用卡,4
ORD-20240509-07692,2024-05-09,2024,5,9,2,母婴,常规,母婴商品58,463.45,1,1.0,463.45,CUST-95100,张玉,江苏省,苏州市,陕西省昆明市崇文贵阳街Z座 249678,易动力传媒有限公司电商店铺,4,信用卡,9
ORD-20230313-07693,2023-03-13,2023,3,13,1,食品,常规,食品商品12,1749.31,2,1.0,3498.62,CUST-46963,张杨,江苏省,南京市,西藏自治区鹏县和平昆明路R座 252189,艾提科信网络有限公司电商店铺,4,货到付款,10
ORD-20220523-07694,2022-05-23,2022,5,23,2,电子产品,音响,索尼WH-1000XM5,1111.01,4,1.0,4444.04,CUST-49645,刘秀荣,四川省,宜宾市,福建省马鞍山市永川周街p座 149480,襄樊地球村科技有限公司电商店铺,5,银联,2
ORD-20240517-07695,2024-05-17,2024,5,17,2,美妆,常规,美妆商品95,1228.28,2,1.0,2456.56,CUST-13147,刘霞,四川省,德阳市,湖南省银川市华龙薛街K座 581675,精芯科技有限公司电商店铺,4,银联,3
ORD-20240421-07696,2024-04-21,2024,4,21,2,电子产品,耳机,AirPods Max,1483.69,1,0.74,1097.93,CUST-86869,潘健,四川省,南充市,山西省六盘水市白云陈路r座 575863,创亿网络有限公司电商店铺,4,支付宝,1
ORD-20220603-07697,2022-06-03,2022,6,3,2,运动,常规,运动商品58,1130.44,2,1.0,2260.88,CUST-67634,杨超,江苏省,扬州市,广西壮族自治区凤兰县门头沟台北街k座 959751,同兴万点网络有限公司电商店铺,5,微信支付,8
ORD-20241012-07698,2024-10-12,2024,10,12,4,玩具,常规,玩具商品35,1932.94,1,0.94,1816.96,CUST-83331,谭秀华,湖北省,黄石市,湖南省兴城县高港宁德路b座 515750,艾提科信信息有限公司电商店铺,4,信用卡,2
ORD-20230328-07699,2023-03-28,2023,3,28,1,运动,常规,运动商品50,337.62,1,0.81,273.47,CUST-48657,钱萍,浙江省,湖州市,台湾省玉兰县长寿薛路s座 504241,天开网络有限公司电商店铺,4,货到付款,9
ORD-20220928-07700,2022-09-28,2022,9,28,3,服装,上衣,亚麻衬衫,244.79,9,1.0,2203.11,CUST-54057,宋桂芳,湖南省,长沙市,黑龙江省旭市花溪合肥路I座 810904,趋势信息有限公司电商店铺,4,信用卡,1
ORD-20231015-07701,2023-10-15,2023,10,15,4,食品,常规,食品商品21,1596.56,3,1.0,4789.68,CUST-47928,黄桂香,北京市,东城区,黑龙江省六盘水县江北澳门路P座 591943,精芯科技有限公司电商店铺,5,信用卡,6
ORD-20220424-07702,2022-04-24,2022,4,24,2,运动,常规,运动商品36,1543.9,2,1.0,3087.8,CUST-29479,王瑜,江苏省,常州市,西藏自治区辽阳市友好王路L座 814104,同兴万点信息有限公司电商店铺,5,货到付款,3
ORD-20240415-07703,2024-04-15,2024,4,15,2,服装,内衣,保暖内衣,428.64,1,1.0,428.64,CUST-20730,李刚,上海市,浦东新区,海南省佛山县平山臧路l座 368500,信诚致远科技有限公司电商店铺,5,货到付款,7
ORD-20240224-07704,2024-02-24,2024,2,24,1,珠宝,常规,珠宝商品68,1458.18,1,1.0,1458.18,CUST-13417,王建,湖南省,湘潭市,广西壮族自治区潜江县山亭辽阳路N座 561551,同兴万点信息有限公司电商店铺,5,支付宝,5
ORD-20220215-07705,2022-02-15,2022,2,15,1,图书,常规,图书商品6,1943.38,1,1.0,1943.38,CUST-30965,黎瑞,山东省,潍坊市,山西省齐齐哈尔市大东哈尔滨路H座 891611,兰金电子传媒有限公司电商店铺,5,微信支付,5
ORD-20231224-07706,2023-12-24,2023,12,24,4,食品,常规,食品商品5,38.34,2,0.71,54.44,CUST-26125,周瑞,湖南省,湘潭市,辽宁省丹丹县海陵王路l座 892924,襄樊地球村科技有限公司电商店铺,5,银联,5
ORD-20230204-07707,2023-02-04,2023,2,4,1,食品,常规,食品商品42,1107.82,3,1.0,3323.46,CUST-34405,陈志强,浙江省,嘉兴市,上海市凯市璧山杨路G座 622586,通际名联传媒有限公司电商店铺,5,货到付款,5
ORD-20231004-07708,2023-10-04,2023,10,4,4,电子产品,相机,尼康Z9,5138.41,2,0.82,8426.99,CUST-96234,乔勇,广东省,佛山市,天津市明市东城北镇街z座 123781,双敏电子传媒有限公司电商店铺,5,货到付款,2
ORD-20220721-07709,2022-07-21,2022,7,21,3,电子产品,耳机,索尼WF-1000XM4,4962.02,3,0.83,12355.43,CUST-54371,高华,江苏省,南京市,广西壮族自治区楠市徐汇辽阳街j座 276483,创亿网络有限公司电商店铺,5,信用卡,8
ORD-20220504-07710,2022-05-04,2022,5,4,2,服装,连衣裙,长裙,1143.66,1,0.94,1075.04,CUST-56852,王冬梅,浙江省,宁波市,新疆维吾尔自治区磊县沈北新马鞍山街I座 949752,数字100信息有限公司电商店铺,4,信用卡,10
ORD-20231104-07711,2023-11-04,2023,11,4,4,运动,常规,运动商品63,1721.51,1,1.0,1721.51,CUST-57292,王华,山东省,潍坊市,四川省拉萨市璧山林街A座 592651,新格林耐特传媒有限公司电商店铺,5,微信支付,1
ORD-20220803-07712,2022-08-03,2022,8,3,3,食品,常规,食品商品43,1026.72,1,0.74,759.77,CUST-84946,张勇,湖北省,宜昌市,福建省金凤县合川胡路d座 203079,创联世纪网络有限公司电商店铺,5,支付宝,10
ORD-20231022-07713,2023-10-22,2023,10,22,4,家居,床上用品,枕头,1891.34,1,1.0,1891.34,CUST-28409,董桂荣,湖北省,武汉市,上海市成都市浔阳哈尔滨街I座 734646,济南亿次元传媒有限公司电商店铺,2,信用卡,7
ORD-20240813-07714,2024-08-13,2024,8,13,3,珠宝,常规,珠宝商品22,905.49,1,1.0,905.49,CUST-97908,王梅,四川省,德阳市,浙江省洋县闵行澳门路y座 907618,华远软件网络有限公司电商店铺,2,银联,7
ORD-20221111-07715,2022-11-11,2022,11,11,4,玩具,常规,玩具商品31,1374.06,5,0.75,5152.72,CUST-63649,罗兰英,湖南省,长沙市,河北省晨市魏都李路N座 678578,同兴万点网络有限公司电商店铺,3,微信支付,1
ORD-20230821-07716,2023-08-21,2023,8,21,3,母婴,常规,母婴商品39,818.57,1,1.0,818.57,CUST-33702,李玉珍,浙江省,嘉兴市,广东省武汉县锡山黄路I座 235769,易动力传媒有限公司电商店铺,4,微信支付,2
ORD-20240309-07717,2024-03-09,2024,3,9,1,电子产品,电脑,MacBook Pro,5417.95,4,0.75,16253.85,CUST-61598,何鑫,四川省,成都市,天津市丽华市黄浦广州街I座 762688,艾提科信网络有限公司电商店铺,4,银联,1
ORD-20220902-07718,2022-09-02,2022,9,2,3,美妆,常规,美妆商品68,388.9,1,1.0,388.9,CUST-21919,农琴,湖北省,黄石市,甘肃省雪梅市白云汕尾路q座 368484,襄樊地球村科技有限公司电商店铺,5,信用卡,10
ORD-20220313-07719,2022-03-13,2022,3,13,1,服装,鞋子,休闲鞋,1741.21,7,1.0,12188.47,CUST-57586,王雪,山东省,烟台市,四川省雪梅市蓟州合山路X座 104931,鑫博腾飞信息有限公司电商店铺,4,支付宝,1
ORD-20220606-07720,2022-06-06,2022,6,6,2,珠宝,常规,珠宝商品100,1857.97,2,0.89,3307.19,CUST-83241,王建国,湖北省,武汉市,四川省桂花县白云沈阳街p座 706327,恒聪百汇信息有限公司电商店铺,5,微信支付,1
ORD-20240104-07721,2024-01-04,2024,1,4,1,图书,常规,图书商品4,1095.94,4,1.0,4383.76,CUST-90408,黄桂芝,上海市,虹口区,黑龙江省柳县清城吕街S座 792281,通际名联传媒有限公司电商店铺,5,货到付款,5
ORD-20240214-07722,2024-02-14,2024,2,14,1,家居,装饰品,挂画,1100.08,1,0.81,891.06,CUST-79120,王雪梅,广东省,珠海市,河北省哈尔滨市永川福州街g座 487577,鑫博腾飞信息有限公司电商店铺,5,信用卡,3
ORD-20220715-07723,2022-07-15,2022,7,15,3,母婴,常规,母婴商品31,1445.56,2,0.81,2341.81,CUST-40859,苏雪梅,浙江省,嘉兴市,宁夏回族自治区淑兰市房山周路i座 402693,数字100信息有限公司电商店铺,5,银联,5
ORD-20230328-07724,2023-03-28,2023,3,28,1,运动,常规,运动商品56,676.04,4,0.71,1919.95,CUST-23900,苟峰,北京市,海淀区,云南省张家港县东城俞街n座 341744,双敏电子传媒有限公司电商店铺,5,信用卡,10
ORD-20231226-07725,2023-12-26,2023,12,26,4,电子产品,手机,三星S22,4922.4,1,1.0,4922.4,CUST-36920,金婷婷,湖南省,湘潭市,山东省秀华市东城哈尔滨路p座 850132,创亿传媒有限公司电商店铺,4,货到付款,1
ORD-20220513-07726,2022-05-13,2022,5,13,2,美妆,常规,美妆商品27,172.44,1,0.87,150.02,CUST-27853,郑萍,湖北省,黄石市,贵州省关岭县南长澳门街b座 151851,超艺网络有限公司电商店铺,4,信用卡,5
ORD-20220916-07727,2022-09-16,2022,9,16,3,图书,常规,图书商品68,315.23,1,0.77,242.73,CUST-78932,宋秀华,河南省,洛阳市,黑龙江省嘉禾县平山苏街n座 684872,同兴万点信息有限公司电商店铺,4,信用卡,8
ORD-20220718-07728,2022-07-18,2022,7,18,3,图书,常规,图书商品49,671.98,4,0.91,2446.01,CUST-25552,李柳,湖北省,武汉市,甘肃省成都市吉区张街V座 972605,同兴万点网络有限公司电商店铺,4,信用卡,8
ORD-20221102-07729,2022-11-02,2022,11,2,4,服装,鞋子,休闲鞋,593.46,2,1.0,1186.92,CUST-39639,刘桂荣,湖北省,宜昌市,安徽省济南市山亭澳门街G座 200344,巨奥传媒有限公司电商店铺,4,支付宝,4
ORD-20240730-07730,2024-07-30,2024,7,30,3,珠宝,常规,珠宝商品89,767.01,2,0.82,1257.9,CUST-11876,张雪梅,浙江省,杭州市,安徽省柳州县龙潭熊街i座 793753,立信电子信息有限公司电商店铺,3,货到付款,8
ORD-20241202-07731,2024-12-02,2024,12,2,4,服装,外套,毛衣,1749.39,1,0.89,1556.96,CUST-31574,杨金凤,四川省,南充市,台湾省敏市兴山彭路c座 691732,趋势信息有限公司电商店铺,3,支付宝,9
ORD-20221106-07732,2022-11-06,2022,11,6,4,图书,常规,图书商品16,1832.38,1,0.9,1649.14,CUST-87606,刘晨,河南省,洛阳市,海南省琴县闵行汕尾路h座 262211,华远软件传媒有限公司电商店铺,5,信用卡,6
ORD-20230312-07733,2023-03-12,2023,3,12,1,玩具,常规,玩具商品100,565.92,3,1.0,1697.76,CUST-40757,鞠宇,江苏省,常州市,内蒙古自治区岩市白云西宁街c座 818931,兰金电子传媒有限公司电商店铺,5,微信支付,9
ORD-20240526-07734,2024-05-26,2024,5,26,2,运动,常规,运动商品95,20.3,1,0.88,17.86,CUST-38637,徐旭,广东省,佛山市,安徽省兴城县南溪汕尾路e座 623240,时空盒数字信息有限公司电商店铺,3,微信支付,9
ORD-20220926-07735,2022-09-26,2022,9,26,3,美妆,常规,美妆商品3,1647.27,2,1.0,3294.54,CUST-35090,傅超,河南省,开封市,江西省郑州县牧野张街a座 923698,立信电子信息有限公司电商店铺,5,货到付款,10
ORD-20241031-07736,2024-10-31,2024,10,31,4,玩具,常规,玩具商品90,737.78,4,1.0,2951.12,CUST-93963,周建,四川省,成都市,山东省晨市萧山徐路m座 119009,维涛网络有限公司电商店铺,4,支付宝,7
ORD-20230221-07737,2023-02-21,2023,2,21,1,食品,常规,食品商品63,138.97,1,1.0,138.97,CUST-69737,孟文,湖南省,长沙市,湖南省关岭县滨城大冶路z座 835897,创亿网络有限公司电商店铺,3,银联,6
ORD-20240922-07738,2024-09-22,2024,9,22,3,珠宝,常规,珠宝商品72,969.74,2,1.0,1939.48,CUST-29608,张金凤,上海市,黄浦区,河南省博县友好呼和浩特街p座 475985,华远软件信息有限公司电商店铺,4,支付宝,9
ORD-20241227-07739,2024-12-27,2024,12,27,4,电子产品,耳机,AirPods Max,3981.02,1,1.0,3981.02,CUST-83157,赵岩,山东省,济南市,天津市秀芳县翔安邓路P座 821878,黄石金承科技有限公司电商店铺,5,货到付款,3
ORD-20230422-07740,2023-04-22,2023,4,22,2,运动,常规,运动商品34,785.86,2,1.0,1571.72,CUST-47109,陈淑珍,四川省,宜宾市,宁夏回族自治区齐齐哈尔县锡山孙街I座 852748,同兴万点信息有限公司电商店铺,3,微信支付,9
ORD-20230704-07741,2023-07-04,2023,7,4,3,食品,常规,食品商品47,904.77,1,1.0,904.77,CUST-79157,彭秀兰,浙江省,嘉兴市,吉林省建市白云宁街C座 706420,同兴万点网络有限公司电商店铺,4,银联,2
ORD-20240108-07742,2024-01-08,2024,1,8,1,珠宝,常规,珠宝商品64,23.29,2,1.0,46.58,CUST-43513,杨想,上海市,静安区,新疆维吾尔自治区桂芝市大兴惠州路B座 150585,中建创业信息有限公司电商店铺,4,银联,4
ORD-20230505-07743,2023-05-05,2023,5,5,2,图书,常规,图书商品56,852.7,1,1.0,852.7,CUST-69893,郑亮,广东省,东莞市,福建省澳门县朝阳合山路h座 712948,时空盒数字信息有限公司电商店铺,4,银联,9
ORD-20231113-07744,2023-11-13,2023,11,13,4,珠宝,常规,珠宝商品50,1620.76,1,1.0,1620.76,CUST-53240,杨俊,河南省,郑州市,贵州省北京市永川巢湖路G座 452273,创亿网络有限公司电商店铺,3,信用卡,9
ORD-20241028-07745,2024-10-28,2024,10,28,4,电子产品,手机,华为P60,3840.91,2,1.0,7681.82,CUST-77015,曹成,湖南省,株洲市,海南省兴安盟市城北尹街v座 422420,晖来计算机传媒有限公司电商店铺,3,支付宝,8
ORD-20240421-07746,2024-04-21,2024,4,21,2,美妆,常规,美妆商品35,488.05,1,1.0,488.05,CUST-71626,王帆,河南省,开封市,山东省佳县南湖王街V座 846766,商软冠联科技有限公司电商店铺,3,货到付款,8
ORD-20240816-07747,2024-08-16,2024,8,16,3,美妆,常规,美妆商品73,1803.43,2,1.0,3606.86,CUST-43543,赵博,湖北省,襄阳市,山西省南京市长寿李路w座 837627,戴硕电子科技有限公司电商店铺,4,货到付款,2
ORD-20230612-07748,2023-06-12,2023,6,12,2,运动,常规,运动商品35,1679.32,1,0.73,1225.9,CUST-48631,张秀荣,四川省,宜宾市,河北省秀华县海港台北路q座 694429,同兴万点信息有限公司电商店铺,3,银联,10
ORD-20220907-07749,2022-09-07,2022,9,7,3,电子产品,音响,Bose SoundLink,9614.85,2,1.0,19229.7,CUST-46850,张彬,江苏省,苏州市,广东省武汉市蓟州姜街u座 902723,双敏电子传媒有限公司电商店铺,3,微信支付,9
ORD-20241221-07750,2024-12-21,2024,12,21,4,服装,上衣,卫衣,1725.65,1,0.9,1553.09,CUST-78478,楚宇,浙江省,湖州市,吉林省太原县沈河郑州街U座 182548,数字100信息有限公司电商店铺,4,银联,7
ORD-20240205-07751,2024-02-05,2024,2,5,1,家居,厨具,厨房电器,1936.17,2,0.79,3059.15,CUST-98624,马帅,江苏省,南京市,山东省鑫市安次梁街Q座 142024,襄樊地球村科技有限公司电商店铺,4,支付宝,6
ORD-20220625-07752,2022-06-25,2022,6,25,2,食品,常规,食品商品23,998.84,1,1.0,998.84,CUST-34120,徐刚,四川省,德阳市,海南省飞市海陵北镇路K座 629777,双敏电子传媒有限公司电商店铺,4,支付宝,9
ORD-20241119-07753,2024-11-19,2024,11,19,4,运动,常规,运动商品15,1877.84,1,1.0,1877.84,CUST-84683,姚林,广东省,佛山市,青海省华县华龙昆明路a座 627816,戴硕电子科技有限公司电商店铺,4,微信支付,10
ORD-20231127-07754,2023-11-27,2023,11,27,4,珠宝,常规,珠宝商品88,934.74,1,0.75,701.06,CUST-57350,李建军,山东省,临沂市,香港特别行政区西宁市华龙罗街P座 160635,创联世纪网络有限公司电商店铺,4,银联,10
ORD-20220627-07755,2022-06-27,2022,6,27,2,母婴,常规,母婴商品7,934.5,2,1.0,1869.0,CUST-71337,冯帆,浙江省,杭州市,内蒙古自治区浩市滨城蒋街r座 447733,恒聪百汇信息有限公司电商店铺,4,微信支付,1
ORD-20220602-07756,2022-06-02,2022,6,2,2,服装,外套,西装,1366.3,1,0.94,1284.32,CUST-61123,钟英,广东省,深圳市,香港特别行政区银川市安次蔡街O座 470407,创联世纪网络有限公司电商店铺,4,微信支付,9
ORD-20240422-07757,2024-04-22,2024,4,22,2,食品,常规,食品商品55,39.82,4,1.0,159.28,CUST-49197,向帆,山东省,济南市,吉林省秀英市永川徐街v座 436863,同兴万点网络有限公司电商店铺,5,信用卡,1
ORD-20230523-07758,2023-05-23,2023,5,23,2,服装,上衣,纯棉T恤,1419.88,4,0.72,4089.25,CUST-97342,顾春梅,广东省,东莞市,新疆维吾尔自治区桂芝市浔阳北京街Y座 368534,联通时科信息有限公司电商店铺,4,微信支付,9
ORD-20240411-07759,2024-04-11,2024,4,11,2,母婴,常规,母婴商品19,1172.46,1,0.84,984.87,CUST-36243,黄建国,四川省,宜宾市,贵州省荆门市长寿高路H座 329445,华远软件传媒有限公司电商店铺,4,支付宝,3
ORD-20241105-07760,2024-11-05,2024,11,5,4,美妆,常规,美妆商品69,1836.02,2,1.0,3672.04,CUST-54013,王健,北京市,东城区,山西省建华市浔阳澳门路Y座 942359,华远软件传媒有限公司电商店铺,5,信用卡,8
ORD-20241207-07761,2024-12-07,2024,12,7,4,母婴,常规,母婴商品29,1129.78,1,0.71,802.14,CUST-92962,严帆,山东省,青岛市,安徽省洋市蓟州李路q座 852207,趋势信息有限公司电商店铺,4,信用卡,5
ORD-20220608-07762,2022-06-08,2022,6,8,2,服装,连衣裙,雪纺连衣裙,1701.1,1,1.0,1701.1,CUST-81325,梁婷婷,河南省,洛阳市,河北省东莞市高港王街Y座 161050,戴硕电子科技有限公司电商店铺,5,银联,9
ORD-20221006-07763,2022-10-06,2022,10,6,4,图书,常规,图书商品74,304.37,2,1.0,608.74,CUST-78433,刘芳,上海市,静安区,新疆维吾尔自治区畅县江北吴街f座 316921,华远软件信息有限公司电商店铺,4,支付宝,9
ORD-20221204-07764,2022-12-04,2022,12,4,4,食品,常规,食品商品27,1564.68,2,1.0,3129.36,CUST-96122,刘玲,上海市,虹口区,陕西省平县魏都上海路K座 618797,晖来计算机传媒有限公司电商店铺,5,货到付款,6
ORD-20220811-07765,2022-08-11,2022,8,11,3,玩具,常规,玩具商品97,1528.66,2,0.88,2690.44,CUST-73615,孙梅,四川省,成都市,湖南省桂兰县崇文惠州街a座 345738,晖来计算机传媒有限公司电商店铺,3,银联,1
ORD-20241015-07766,2024-10-15,2024,10,15,4,玩具,常规,玩具商品28,251.96,1,1.0,251.96,CUST-32124,方文,广东省,深圳市,青海省梧州市房山左街k座 976999,新格林耐特传媒有限公司电商店铺,5,信用卡,3
ORD-20230306-07767,2023-03-06,2023,3,6,1,运动,常规,运动商品32,1511.84,1,1.0,1511.84,CUST-72913,景建军,湖北省,荆州市,贵州省郑州市华龙樊街C座 445041,时空盒数字网络有限公司电商店铺,4,货到付款,1
ORD-20220410-07768,2022-04-10,2022,4,10,2,图书,常规,图书商品19,330.33,1,1.0,330.33,CUST-30887,蔡林,浙江省,杭州市,天津市欣县静安北镇街t座 469927,创联世纪网络有限公司电商店铺,3,信用卡,4
ORD-20240730-07769,2024-07-30,2024,7,30,3,美妆,常规,美妆商品62,1867.55,2,1.0,3735.1,CUST-66771,田丽娟,河南省,郑州市,天津市凤兰县龙潭王街o座 831871,创亿网络有限公司电商店铺,4,信用卡,1
ORD-20241006-07770,2024-10-06,2024,10,6,4,食品,常规,食品商品59,153.74,2,1.0,307.48,CUST-74195,王丹丹,浙江省,杭州市,浙江省张家港县金平昆明路U座 129787,凌云科技有限公司电商店铺,3,信用卡,1
ORD-20220206-07771,2022-02-06,2022,2,6,1,母婴,常规,母婴商品66,36.38,2,1.0,72.76,CUST-34007,杨兰英,浙江省,杭州市,西藏自治区秀荣县海陵林路J座 401262,时空盒数字信息有限公司电商店铺,4,信用卡,3
ORD-20241221-07772,2024-12-21,2024,12,21,4,食品,常规,食品商品36,1906.78,1,1.0,1906.78,CUST-54343,张芳,浙江省,湖州市,重庆市旭市花溪田路J座 130508,创亿网络有限公司电商店铺,5,银联,7
ORD-20241014-07773,2024-10-14,2024,10,14,4,家居,装饰品,挂画,2709.92,1,1.0,2709.92,CUST-20121,骆秀英,河南省,郑州市,江西省梅市新城褚路j座 212950,艾提科信信息有限公司电商店铺,4,货到付款,8
ORD-20220317-07774,2022-03-17,2022,3,17,1,玩具,常规,玩具商品80,1462.51,1,1.0,1462.51,CUST-15326,姚帆,湖南省,岳阳市,湖北省慧市丰都杨路o座 132258,创亿传媒有限公司电商店铺,5,支付宝,1
ORD-20220708-07775,2022-07-08,2022,7,8,3,玩具,常规,玩具商品58,1554.17,1,0.85,1321.04,CUST-33809,黎倩,河南省,新乡市,海南省兴安盟市淄川阜新街C座 405766,双敏电子传媒有限公司电商店铺,4,微信支付,9
ORD-20230127-07776,2023-01-27,2023,1,27,1,电子产品,耳机,AirPods Max,1434.21,1,0.58,831.84,CUST-83121,张莉,上海市,浦东新区,天津市倩县山亭阜新路X座 842766,时空盒数字信息有限公司电商店铺,5,信用卡,5
ORD-20220824-07777,2022-08-24,2022,8,24,3,家居,厨具,锅具套装,1662.04,3,1.0,4986.12,CUST-96361,张琳,山东省,潍坊市,内蒙古自治区东县平山郭街B座 738286,鑫博腾飞信息有限公司电商店铺,4,支付宝,2
ORD-20230110-07778,2023-01-10,2023,1,10,1,玩具,常规,玩具商品63,1269.23,4,0.72,3655.38,CUST-24463,赵静,北京市,海淀区,湖北省莹市大东南昌街T座 589165,艾提科信网络有限公司电商店铺,3,货到付款,9
ORD-20220422-07779,2022-04-22,2022,4,22,2,玩具,常规,玩具商品55,426.78,2,1.0,853.56,CUST-99764,杨凤英,湖南省,株洲市,天津市六盘水市大兴上海街p座 326549,双敏电子传媒有限公司电商店铺,5,货到付款,9
ORD-20231129-07780,2023-11-29,2023,11,29,4,运动,常规,运动商品76,404.37,1,0.71,287.1,CUST-76023,陈桂荣,湖北省,襄阳市,河北省拉萨县大东大冶街R座 121845,时空盒数字网络有限公司电商店铺,4,货到付款,10
ORD-20230527-07781,2023-05-27,2023,5,27,2,服装,外套,夹克,1190.82,1,0.91,1083.65,CUST-76746,吴超,广东省,东莞市,福建省辉县秀英东莞路p座 875786,天开网络有限公司电商店铺,4,货到付款,10
ORD-20230616-07782,2023-06-16,2023,6,16,2,服装,裤子,休闲裤,897.21,4,0.82,2942.85,CUST-61661,官柳,北京市,海淀区,宁夏回族自治区浩市华龙上海街n座 335398,趋势信息有限公司电商店铺,4,货到付款,1
ORD-20241216-07783,2024-12-16,2024,12,16,4,玩具,常规,玩具商品53,202.33,1,1.0,202.33,CUST-54320,姜畅,河南省,开封市,澳门特别行政区惠州市和平杨路N座 161835,济南亿次元传媒有限公司电商店铺,4,银联,2
ORD-20231109-07784,2023-11-09,2023,11,9,4,图书,常规,图书商品96,1738.81,5,0.83,7216.06,CUST-43587,李宁,浙江省,杭州市,吉林省志强市黄浦太原路a座 356091,凌云网络有限公司电商店铺,4,微信支付,1
ORD-20240710-07785,2024-07-10,2024,7,10,3,母婴,常规,母婴商品90,175.0,1,0.73,127.75,CUST-67587,许娜,四川省,成都市,山东省沈阳县崇文彭街l座 489789,新格林耐特传媒有限公司电商店铺,5,微信支付,5
ORD-20241101-07786,2024-11-01,2024,11,1,4,母婴,常规,母婴商品83,1372.35,1,1.0,1372.35,CUST-73366,孟静,广东省,深圳市,上海市林县清河曾路D座 986286,天开网络有限公司电商店铺,4,支付宝,6
ORD-20240115-07787,2024-01-15,2024,1,15,1,珠宝,常规,珠宝商品5,1747.04,4,1.0,6988.16,CUST-36146,余兵,山东省,潍坊市,云南省海口县双滦巢湖街J座 437625,天开网络有限公司电商店铺,4,信用卡,8
ORD-20240928-07788,2024-09-28,2024,9,28,3,家居,家具,电视柜,2531.29,1,1.0,2531.29,CUST-45385,李芳,湖南省,株洲市,宁夏回族自治区俊县大兴朱街X座 107262,时空盒数字信息有限公司电商店铺,4,货到付款,7
ORD-20220903-07789,2022-09-03,2022,9,3,3,食品,常规,食品商品98,784.95,2,1.0,1569.9,CUST-92863,王建,江苏省,扬州市,甘肃省英县东丽张家港路q座 675833,新格林耐特科技有限公司电商店铺,3,支付宝,7
